# race=practice
# car=unknown
# track=unknown
# lane=1
# controller=unknown
# start_epoch=1609459368
# sample_rate_hz=200
t_ms,current_A,track_V,supply_V,marker
4014,0.60,8.32,9.85,0
4017,0.60,8.24,9.88,0
4022,0.41,8.20,9.88,0
4027,0.25,8.21,9.85,0
4032,0.37,8.16,9.87,0
4036,0.18,8.18,9.88,0
4040,0.28,8.27,9.88,0
4045,0.34,8.23,9.87,0
4049,0.41,8.23,9.87,0
4054,0.21,8.30,9.87,0
4058,0.37,8.30,9.88,0
4063,0.31,8.30,9.86,0
4067,0.37,8.33,9.85,0
4072,0.34,8.26,9.85,0
4076,0.25,8.33,9.88,0
4080,0.34,8.30,9.88,0
4084,0.34,8.33,9.88,0
4089,0.41,8.35,9.87,0
4093,0.31,8.32,9.87,0
4097,0.41,8.31,9.85,0
4102,0.41,8.25,9.87,0
4106,0.28,8.16,9.86,0
4111,0.34,8.27,9.86,0
4115,0.25,8.17,9.86,0
4120,0.21,8.27,9.85,0
4124,0.34,8.38,9.88,0
4128,0.28,8.20,9.87,0
4133,0.25,8.18,9.87,0
4138,0.15,8.21,9.85,0
4143,0.21,8.18,9.88,0
4148,0.28,8.26,9.88,0
4152,0.34,8.25,9.88,0
4156,0.18,8.17,9.88,0
4161,0.31,8.22,9.88,0
4165,0.28,8.23,9.87,0
4169,0.31,8.16,9.88,0
4173,0.28,8.15,9.87,0
4178,0.18,8.23,9.88,0
4183,0.21,8.20,9.87,0
4187,-0.01,7.32,9.88,0
4191,0.05,6.96,9.87,0
4196,0.02,7.02,9.89,0
4201,-0.17,6.66,9.90,0
4205,0.08,6.47,9.88,0
4210,-0.14,6.43,9.86,0
4214,-0.11,6.30,9.87,0
4218,0.15,6.07,9.88,0
4223,0.02,6.18,9.88,0
4227,0.05,6.27,9.88,0
4232,-0.91,3.90,9.95,0
4236,-0.88,3.87,10.01,0
4241,-0.72,3.77,10.09,0
4245,-0.72,3.20,10.06,0
4249,-0.66,2.99,10.04,0
4253,-0.50,2.71,9.99,0
4258,-0.59,2.43,9.95,0
4262,-0.59,2.23,9.90,0
4267,-0.43,1.99,9.91,0
4272,-0.33,1.50,9.89,0
4276,-0.40,1.41,9.88,0
4281,-0.50,1.28,9.86,0
4286,-0.59,1.12,9.87,0
4290,-0.30,0.94,9.87,0
4294,-0.27,0.88,9.86,0
4299,-0.24,0.88,9.87,0
4303,-0.37,0.78,9.87,0
4308,-0.14,0.52,9.88,0
4312,-0.24,0.60,9.88,0
4316,-0.11,0.63,9.88,0
4321,-0.08,0.78,9.88,0
4325,-0.14,0.52,9.86,0
4330,-0.08,0.64,9.88,0
4334,-0.24,0.54,9.88,0
4338,-0.08,0.38,9.88,0
4343,-0.14,0.47,9.88,0
4347,-0.08,0.36,9.88,0
4352,-0.04,0.28,9.88,0
4359,-0.21,0.20,9.86,0
4362,-0.08,0.17,9.88,0
4366,-0.01,0.60,9.77,0
4371,0.02,0.61,1.50,0
4375,0.18,0.58,1.35,0
4380,0.05,0.57,1.34,0
4385,-0.01,0.54,1.32,0
4389,1.02,2.54,3.28,0
4394,2.47,4.34,5.50,0
4398,1.96,4.56,6.77,0
4403,1.44,4.69,7.68,0
4408,0.99,4.81,8.27,0
4412,0.92,4.90,8.66,0
4417,0.79,4.94,8.95,0
4421,0.66,5.03,9.14,0
4426,0.47,5.16,9.29,0
4430,0.66,5.29,9.38,0
4435,0.34,5.43,9.46,0
4439,0.54,5.48,9.50,0
4480,0.63,6.41,9.70,0
4480,0.66,6.36,9.70,0
4487,0.50,6.51,9.70,0
4490,0.70,6.82,9.73,0
4496,0.54,7.02,9.72,0
4499,0.76,7.34,9.72,0
4504,0.76,7.66,9.75,0
4508,0.54,7.58,9.74,0
4513,0.79,8.17,9.76,0
4518,0.73,7.90,9.76,0
4523,0.70,8.19,9.77,0
4527,0.60,8.08,9.77,0
4532,0.63,8.19,9.80,0
4537,0.54,8.21,9.80,0
4541,0.50,8.20,9.81,0
4546,0.50,8.23,9.80,0
4550,0.21,8.24,9.82,0
4555,0.34,8.28,9.83,0
4559,0.41,8.26,9.83,0
4563,0.41,8.28,9.84,0
4568,0.31,8.21,9.83,0
4573,0.34,8.16,9.84,0
4577,0.34,8.25,9.84,0
4581,0.37,8.19,9.85,0
4586,0.28,8.29,9.85,0
4590,0.34,8.18,9.85,0
4594,0.37,8.20,9.84,0
4599,0.34,8.13,9.84,0
4603,0.31,8.10,9.84,0
4608,0.21,8.19,9.85,0
4612,0.31,8.20,9.86,0
4616,0.44,8.13,9.86,0
4621,0.28,8.16,9.87,0
4625,0.25,8.25,9.88,0
4630,0.41,8.27,9.85,0
4634,0.31,8.27,9.85,0
4639,0.18,8.30,9.85,0
4643,0.41,8.30,9.84,0
4648,0.21,8.29,9.85,0
4653,0.41,8.20,9.84,0
4657,0.18,8.13,9.89,0
4662,0.31,8.20,9.85,0
4666,0.34,8.06,9.87,0
4671,0.05,7.53,9.88,0
4675,-0.04,7.27,9.88,0
4679,0.12,7.09,9.90,0
4684,0.05,6.73,9.86,0
4688,0.02,6.75,9.88,0
4692,-0.01,6.73,9.88,0
4697,-0.08,6.67,9.87,0
4702,0.05,6.53,9.89,0
4707,-0.08,6.44,9.87,0
4712,0.02,6.21,9.88,0
4716,0.05,5.93,9.88,0
4721,-0.85,4.26,9.88,0
4725,-0.66,3.97,9.97,0
4729,-0.66,3.41,9.95,0
4734,-0.82,3.15,9.98,0
4738,-0.66,3.00,9.98,0
4742,-0.50,2.50,9.92,0
4746,-0.50,2.39,9.92,0
4751,-0.46,2.12,9.90,0
4756,-0.46,1.78,9.89,0
4760,-0.37,1.51,9.87,0
4765,-0.37,1.42,9.86,0
4769,-0.30,1.26,9.88,0
4773,-0.24,1.19,9.85,0
4777,-0.40,1.06,9.88,0
4781,-0.30,0.90,9.88,0
4786,-0.21,0.82,9.88,0
4790,-0.21,0.72,9.87,0
4794,-0.43,1.04,9.88,0
4799,-0.08,0.96,9.88,0
4803,-0.08,0.78,9.88,0
4808,-0.27,0.86,9.88,0
4813,-0.08,0.76,9.88,0
4817,-0.21,0.54,9.89,0
4822,-0.11,0.54,9.88,0
4826,-0.08,0.53,9.88,0
4830,-0.08,0.37,9.88,0
4835,0.05,0.29,9.89,0
4839,0.08,0.68,1.58,0
4844,0.18,0.58,1.34,0
4848,-0.14,0.61,1.36,0
4853,0.70,2.51,3.24,0
4858,2.41,4.34,5.44,0
4862,1.79,4.64,6.75,0
4866,1.50,4.81,7.65,0
4871,1.25,4.92,8.24,0
4875,0.92,5.06,8.63,0
4880,0.83,5.19,8.93,0
4885,0.76,5.31,9.14,0
4890,0.66,5.41,9.26,0
4894,0.73,5.58,9.37,0
4899,0.76,5.73,9.45,0
4903,0.70,6.05,9.49,0
4907,0.60,6.28,9.52,0
4912,0.60,6.45,9.58,0
4917,0.92,6.71,9.60,0
4921,0.47,6.73,9.63,0
4962,0.44,8.19,9.75,0
4962,0.34,8.20,9.74,0
4969,0.57,8.12,9.74,0
4971,0.50,8.15,9.76,0
4976,0.41,8.10,9.78,0
4980,0.37,8.15,9.78,0
4985,0.31,8.16,9.80,0
4990,0.34,8.11,9.77,0
4994,0.34,8.20,9.80,0
4998,0.41,8.17,9.80,0
5003,0.50,8.20,9.79,0
5007,0.44,8.27,9.83,0
5012,0.31,8.27,9.80,0
5018,0.18,8.04,9.83,0
5054,0.02,6.66,9.86,0
5054,-0.11,6.73,9.86,0
5059,-0.04,6.65,9.86,0
5063,0.02,6.53,9.86,0
5068,0.05,6.40,9.87,0
5072,0.02,6.11,9.86,0
5077,0.02,6.09,9.88,0
5081,0.02,5.89,9.84,0
5086,-0.11,5.83,9.86,0
5090,0.05,5.73,9.87,0
5095,-0.85,3.37,9.89,0
5099,-0.79,3.01,9.99,0
5103,-0.72,2.69,9.99,0
5108,-0.79,2.33,9.98,0
5112,-0.75,2.13,9.95,0
5117,-0.56,1.93,9.91,0
5121,-0.50,1.84,9.90,0
5126,-0.62,1.53,9.89,0
5131,-0.56,1.30,9.89,0
5135,-0.56,1.70,9.87,0
5139,-0.43,1.19,9.85,0
5144,-0.27,1.50,9.87,0
5149,-0.24,1.38,9.87,0
5153,-0.33,1.41,9.87,0
5158,-0.40,0.97,1.53,0
5163,-0.43,0.95,1.34,0
5167,-0.08,0.89,1.31,0
5172,0.99,3.50,4.22,0
5177,1.60,4.55,6.01,0
5182,1.50,4.83,7.12,0
5186,1.12,4.99,7.89,0
5191,0.99,5.12,8.40,0
5196,0.89,5.32,8.76,0
5200,0.83,5.52,8.96,0
5205,0.99,5.69,9.18,0
5210,0.83,5.98,9.27,0
5215,0.76,6.36,9.39,0
5219,0.92,6.69,9.45,0
5224,0.99,7.02,9.47,0
5228,1.21,7.70,9.51,0
5233,1.02,7.73,9.56,0
5237,0.92,7.88,9.57,0
5242,0.83,7.84,9.60,0
5246,0.66,7.88,9.63,0
5251,0.44,7.89,9.65,0
5255,0.50,7.88,9.68,0
5260,0.44,7.84,9.69,0
5265,0.50,7.91,9.70,0
5269,0.47,7.94,9.73,0
5273,0.31,7.98,9.71,0
5278,0.31,7.98,9.74,0
5283,0.44,8.04,9.76,0
5287,0.34,8.07,9.77,0
5292,0.41,8.14,9.78,0
5296,0.41,8.09,9.76,0
5301,0.37,8.23,9.79,0
5305,0.15,8.12,9.77,0
5309,0.05,7.37,9.81,0
5314,0.05,7.03,9.83,0
5318,-0.17,6.76,9.83,0
5322,0.05,6.54,9.84,0
5326,0.02,6.55,9.83,0
5330,-0.14,6.49,9.82,0
5334,-0.04,6.34,9.84,0
5339,0.15,6.13,9.83,0
5343,-0.11,6.15,9.85,0
5349,-0.11,5.90,9.83,0
5352,-0.11,5.78,9.85,0
5356,-0.37,4.01,9.85,0
5361,-0.98,2.63,9.88,0
5365,-0.88,2.51,9.88,0
5369,-0.88,2.47,9.88,0
5374,-0.82,1.95,9.89,0
5378,-0.69,1.99,9.90,0
5383,-0.72,1.83,9.88,0
5388,-0.59,2.10,9.85,0
5392,-0.75,1.94,9.87,0
5397,-0.40,2.10,9.85,0
5402,-0.82,1.08,1.84,0
5406,-0.79,0.96,1.37,0
5411,-0.59,0.96,1.34,0
5416,-0.04,1.84,2.33,0
5420,1.38,4.30,5.05,0
5424,1.73,5.04,6.54,0
5430,1.18,5.45,7.73,0
5433,1.25,5.62,8.13,0
5471,0.60,7.84,9.49,0
5471,0.79,7.83,9.48,0
5476,0.79,7.84,9.52,0
5481,0.60,7.83,9.59,0
5485,0.60,7.95,9.60,0
5489,0.47,8.00,9.63,0
5493,0.47,8.05,9.64,0
5498,0.44,8.08,9.66,0
5502,0.31,8.09,9.69,0
5507,0.44,8.04,9.70,0
5511,0.41,8.04,9.70,0
5516,0.47,8.13,9.71,0
5520,0.28,7.91,9.75,0
5525,0.25,7.34,9.73,0
5529,0.08,6.96,9.76,0
5534,0.02,6.75,9.78,0
5539,-0.01,6.65,9.77,0
5544,0.02,6.67,9.80,0
5548,-0.01,6.56,9.81,0
5552,0.02,6.40,9.80,0
5556,-0.17,6.17,9.82,0
5560,-0.21,6.09,9.82,0
5564,-0.04,6.01,9.83,0
5569,-0.04,5.69,9.83,0
5573,-1.08,3.03,9.93,0
5578,-0.79,2.61,10.04,0
5582,-0.88,2.32,10.06,0
5586,-0.66,2.22,10.05,0
5591,-0.85,2.05,9.99,0
5595,-0.46,1.88,9.94,0
5599,-0.46,1.93,9.91,0
5604,-0.53,2.04,9.88,0
5609,-0.43,2.24,9.85,0
5614,-0.27,2.12,9.85,0
5618,-0.40,1.98,9.86,0
5623,-0.33,1.84,9.85,0
5628,-0.27,1.44,9.85,0
5632,-0.27,1.08,1.91,0
5637,-0.24,1.09,1.41,0
5641,-0.11,0.96,1.37,0
5646,0.02,1.90,2.43,0
5650,1.44,4.19,5.10,0
5655,1.54,4.44,6.57,0
5659,1.18,4.55,7.49,0
5663,0.96,4.57,8.13,0
5667,0.70,4.58,8.57,0
5672,0.47,4.56,8.89,0
5676,0.28,4.51,9.09,0
5680,0.28,4.41,9.23,0
5685,0.31,4.17,9.34,0
5689,0.08,3.98,9.43,0
5694,0.05,3.70,9.48,0
5698,-0.01,3.24,9.54,0
5703,0.05,3.29,9.57,0
5707,-0.01,3.09,9.60,0
5712,-0.01,3.15,9.63,0
5716,-0.46,1.62,9.65,0
5721,-0.62,1.36,9.68,0
5725,-0.43,1.33,9.67,0
5730,-0.30,1.91,9.69,0
5734,-0.43,1.82,9.73,0
5738,-0.30,1.65,9.73,0
5742,-0.27,1.32,9.74,0
5747,-0.21,1.50,9.74,0
5751,-0.17,1.05,9.74,0
5755,-0.17,1.22,9.74,0
5760,-0.21,1.07,9.78,0
5765,-0.08,0.98,9.78,0
5770,-0.24,0.89,9.78,0
5775,-0.08,0.75,9.79,0
5779,0.31,0.50,9.79,0
5783,0.15,0.91,2.20,0
5787,-0.04,0.74,1.37,0
5792,-0.04,0.62,1.34,0
5797,-0.14,0.63,1.34,0
5802,1.25,3.16,3.89,0
5806,2.15,4.60,5.77,0
5810,1.54,4.77,6.97,0
5814,1.44,4.86,7.77,0
5819,1.02,4.92,8.34,0
5823,0.92,4.94,8.70,0
5827,0.63,4.94,8.95,0
5832,0.60,4.85,9.14,0
5837,0.50,4.87,9.26,0
5841,0.28,4.88,9.36,0
5846,0.31,4.83,9.44,0
5850,0.34,4.68,9.48,0
5855,0.18,4.51,9.52,0
5860,0.08,4.30,9.57,0
5865,0.08,3.84,9.59,0
5870,0.02,3.92,9.64,0
5874,0.05,3.42,9.66,0
5879,-0.01,3.83,9.67,0
5883,-0.14,3.60,9.68,0
5888,-0.30,2.73,9.69,0
5892,-0.46,2.50,9.70,0
5897,-0.43,2.30,9.73,0
5902,-0.62,1.44,2.56,0
5907,-0.69,1.04,1.47,0
5911,-0.59,1.04,1.43,0
5916,-0.43,0.97,1.41,0
5921,-0.30,0.89,1.36,0
5925,-0.11,2.18,2.67,0
5930,1.28,4.09,5.21,0
5972,0.25,4.62,9.39,0
5972,0.57,4.61,9.39,0
5978,0.28,4.65,9.46,0
5981,0.28,4.64,9.52,0
5986,0.28,4.57,9.56,0
5990,0.15,4.46,9.59,0
5995,0.21,4.39,9.62,0
6000,0.18,4.29,9.63,0
6004,0.05,4.30,9.66,0
6008,0.18,4.32,9.67,0
6013,0.15,4.44,9.69,0
6017,0.15,4.68,9.70,0
6022,0.44,4.85,9.71,0
6026,0.41,5.04,9.72,0
6031,0.34,5.18,9.74,0
6036,0.47,5.31,9.74,0
6040,0.37,5.46,9.74,0
6044,0.50,5.60,9.75,0
6049,0.50,5.81,9.76,0
6053,0.50,6.05,9.78,0
6057,0.57,6.21,9.79,0
6062,0.70,6.45,9.77,0
6066,0.60,6.51,9.78,0
6070,0.50,6.73,9.77,0
6075,0.54,6.71,9.80,0
6079,0.57,6.73,9.81,0
6083,0.47,6.73,9.82,0
6088,0.47,6.73,9.80,0
6092,0.44,6.73,9.83,0
6097,0.28,6.59,9.82,0
6101,0.25,6.45,9.84,0
6105,0.18,6.16,9.85,0
6110,0.08,5.98,9.83,0
6114,0.18,5.80,9.85,0
6119,-0.01,5.74,9.84,0
6123,0.05,5.66,9.86,0
6128,0.05,5.60,9.86,0
6132,0.05,5.55,9.83,0
6136,0.08,5.47,9.84,0
6140,0.02,5.10,9.84,0
6145,0.18,5.17,9.85,0
6149,0.05,5.28,9.86,0
6154,-0.08,5.08,9.84,0
6158,0.02,5.09,9.87,0
6162,0.05,5.11,9.87,0
6167,0.15,5.17,9.87,0
6171,0.02,5.18,9.87,0
6176,0.21,5.22,9.85,0
6180,0.05,5.29,9.86,0
6184,0.05,5.34,9.86,0
6189,-0.01,5.36,9.87,0
6193,0.18,5.43,9.87,0
6198,0.08,5.35,9.87,0
6202,0.25,5.38,9.87,0
6207,0.25,5.36,9.87,0
6211,0.15,5.36,9.86,0
6215,0.05,5.41,9.86,0
6220,0.25,5.34,9.88,0
6224,0.18,5.18,9.88,0
6228,0.08,5.00,9.87,0
6233,0.12,4.87,9.87,0
6237,0.02,4.60,9.85,0
6241,0.05,4.47,9.87,0
6245,0.05,4.32,9.86,0
6249,-0.08,4.20,9.88,0
6253,-0.01,4.09,9.88,0
6258,-0.01,4.19,9.88,0
6263,-0.62,1.93,9.87,0
6267,-0.79,1.98,9.87,0
6272,-0.56,1.74,9.88,0
6276,-0.53,1.60,9.88,0
6280,-0.59,1.20,9.88,0
6285,-0.46,1.49,9.87,0
6289,-0.11,1.77,4.61,0
6294,-0.50,0.89,1.36,0
6298,-0.59,0.86,1.31,0
6303,-0.37,0.90,1.31,0
6307,0.47,3.03,3.70,0
6312,1.44,4.72,5.73,0
6316,1.41,4.96,6.93,0
6320,1.28,5.12,7.77,0
6325,1.09,5.30,8.33,0
6329,0.99,5.46,8.70,0
6333,0.70,5.56,8.97,0
6338,0.70,5.73,9.17,0
6342,0.66,5.81,9.27,0
6346,0.60,5.94,9.38,0
6351,0.50,5.98,9.45,0
6356,0.54,6.04,9.49,0
6361,0.44,6.08,9.55,0
6365,0.50,6.12,9.59,0
6370,0.41,5.97,9.60,0
6374,0.18,5.76,9.64,0
6378,0.15,5.66,9.67,0
6383,0.05,5.44,9.67,0
6387,0.08,5.29,9.69,0
6426,-0.01,4.12,9.75,0
6426,0.05,4.26,9.76,0
6433,-0.75,2.16,9.80,0
6435,-0.62,2.15,9.80,0
6440,-0.66,2.70,9.81,0
6444,-0.62,1.71,9.81,0
6449,-0.56,1.90,9.81,0
6454,-0.56,2.02,9.80,0
6458,-0.40,2.00,9.83,0
6462,-0.50,1.85,9.81,0
6467,-0.30,1.90,9.83,0
6471,-0.37,1.71,9.82,0
6475,-0.24,1.54,9.83,0
6480,-0.30,1.43,9.81,0
6484,0.15,1.63,3.95,0
6489,-0.27,1.09,1.43,0
6493,-0.30,0.97,1.39,0
6498,-0.08,0.80,1.37,0
6502,1.21,3.55,4.29,0
6507,1.79,4.68,6.05,0
6511,1.50,4.83,7.13,0
6516,1.28,4.94,7.90,0
6520,1.09,5.07,8.39,0
6525,0.76,5.08,8.76,0
6529,0.76,5.18,8.99,0
6534,0.50,5.27,9.15,0
6539,0.41,5.34,9.31,0
6544,0.54,5.42,9.38,0
6548,0.44,5.48,9.45,0
6553,0.60,5.49,9.50,0
6558,0.47,5.55,9.54,0
6562,0.37,5.58,9.57,0
6567,0.34,5.55,9.60,0
6572,0.41,5.53,9.63,0
6577,0.41,5.64,9.62,0
6581,0.34,5.58,9.67,0
6586,0.37,5.58,9.69,0
6590,0.18,5.46,9.68,0
6594,0.05,5.55,9.72,0
6598,0.15,5.55,9.74,0
6603,0.31,5.48,9.73,0
6608,0.21,5.48,9.75,0
6613,0.18,5.66,9.75,0
6617,0.18,5.71,9.74,0
6622,0.25,5.80,9.76,0
6626,0.25,5.80,9.76,0
6631,0.21,5.91,9.79,0
6636,0.34,5.99,9.80,0
6640,0.50,6.03,9.78,0
6644,0.18,6.06,9.80,0
6648,0.28,6.05,9.81,0
6652,0.34,6.03,9.80,0
6657,0.18,6.05,9.81,0
6661,0.21,6.07,9.81,0
6666,0.18,5.94,9.83,0
6670,0.25,5.79,9.82,0
6675,0.02,5.57,9.83,0
6679,0.15,5.47,9.83,0
6684,0.18,5.28,9.83,0
6688,0.05,5.18,9.85,0
6693,-0.14,5.03,9.84,0
6698,-0.11,4.87,9.85,0
6702,-0.08,4.79,9.85,0
6707,-0.01,4.64,9.86,0
6711,-0.11,4.77,9.87,0
6716,0.02,4.71,9.87,0
6720,-0.79,3.45,9.88,0
6724,-0.62,3.28,9.88,0
6728,-0.69,3.00,9.88,0
6733,-0.56,2.62,9.87,0
6738,-0.53,2.44,9.87,0
6742,-0.50,2.38,9.84,0
6746,-0.33,2.02,9.85,0
6751,-0.27,1.62,9.84,0
6756,-0.24,1.34,9.84,0
6760,-0.30,1.33,9.85,0
6765,-0.21,1.26,9.87,0
6770,-0.17,0.86,9.87,0
6774,-0.24,0.93,9.85,0
6778,-0.17,0.77,9.89,0
6782,-0.27,0.68,9.85,0
6786,-0.08,0.55,9.87,0
6791,-0.27,0.53,9.87,0
6796,-0.04,0.45,9.87,0
6801,-0.08,0.44,9.86,0
6805,-0.01,0.36,9.88,0
6810,-0.11,0.30,9.89,0
6815,-0.08,0.42,9.87,0
6819,-0.04,0.36,9.87,0
6824,-0.04,0.29,9.87,0
6829,0.02,1.11,7.64,0
6833,0.05,0.52,1.34,0
6838,-0.04,0.54,1.30,0
6843,0.08,0.58,1.32,0
6847,0.05,0.54,1.29,0
6851,0.05,0.57,1.33,0
6856,1.99,3.83,4.62,0
6860,1.99,4.28,6.30,0
6865,1.38,4.42,7.33,0
6914,0.37,4.69,9.56,0
6914,0.47,4.71,9.60,0
6921,0.18,4.76,9.64,0
6923,0.34,4.75,9.63,0
6928,0.34,4.85,9.67,0
6932,0.34,4.84,9.68,0
6937,0.28,4.93,9.69,0
6941,0.34,4.96,9.71,0
6946,0.41,5.02,9.71,0
6950,0.37,5.14,9.76,0
6954,0.18,5.24,9.74,0
6958,0.31,5.31,9.76,0
6963,0.34,5.37,9.77,0
6968,0.25,5.40,9.77,0
6972,0.44,5.47,9.77,0
6977,0.44,5.52,9.79,0
6982,0.18,5.56,9.80,0
6987,0.44,5.56,9.77,0
6991,0.21,5.56,9.80,0
6996,0.18,5.59,9.80,0
7000,0.31,5.61,9.82,0
7005,0.37,5.55,9.81,0
7010,0.25,5.57,9.83,0
7014,0.28,5.46,9.83,0
7018,0.25,5.46,9.85,0
7023,0.15,5.37,9.85,0
7028,0.05,5.25,9.82,0
7033,0.02,5.21,9.84,0
7037,0.05,5.10,9.84,0
7041,0.15,5.10,9.86,0
7046,-0.08,5.12,9.84,0
7051,0.15,5.08,9.86,0
7056,0.28,5.05,9.85,0
7060,0.25,5.07,9.85,0
7065,0.15,5.15,9.87,0
7069,0.28,5.23,9.87,0
7073,0.15,5.34,9.85,0
7077,0.31,5.43,9.85,0
7082,0.41,5.45,9.86,0
7087,0.31,5.63,9.87,0
7091,0.25,5.76,9.86,0
7096,0.31,5.82,9.85,0
7101,0.57,5.92,9.86,0
7106,0.28,5.88,9.85,0
7110,0.50,6.07,9.87,0
7114,0.44,6.09,9.86,0
7119,0.28,6.01,9.87,0
7123,0.31,6.02,9.87,0
7128,0.25,6.04,9.87,0
7132,0.21,6.09,9.86,0
7137,0.41,6.09,9.88,0
7141,0.34,6.08,9.88,0
7146,0.25,6.12,9.86,0
7150,0.21,5.98,9.88,0
7154,-0.04,5.85,9.89,0
7158,0.05,5.67,9.86,0
7162,0.18,5.55,9.87,0
7166,0.05,5.46,9.88,0
7171,0.12,5.44,9.88,0
7176,0.08,5.42,9.88,0
7181,0.02,5.15,9.88,0
7186,-0.11,5.07,9.88,0
7190,0.05,5.08,9.89,0
7195,0.02,4.90,9.89,0
7199,0.02,4.70,9.90,0
7204,0.02,4.71,9.88,0
7208,0.05,4.61,9.87,0
7213,-0.04,4.44,9.86,0
7217,-0.17,4.40,9.90,0
7222,-0.04,4.40,9.88,0
7227,-0.85,2.39,9.88,0
7232,-0.82,2.76,9.90,0
7236,-0.56,2.42,9.88,0
7240,-0.50,2.25,9.89,0
7245,-0.62,2.26,9.88,0
7249,-0.62,2.19,9.89,0
7253,-0.56,2.13,9.86,0
7258,-0.40,1.84,9.88,0
7262,-0.37,1.71,9.89,0
7266,-0.21,1.73,9.89,0
7270,-0.30,1.46,9.89,0
7275,-0.11,1.16,9.85,0
7279,-0.27,1.16,9.88,0
7283,-0.27,1.01,9.89,0
7288,-0.04,0.87,9.88,0
7292,-0.04,0.79,9.88,0
7297,-0.14,0.67,9.87,0
7302,-0.01,0.52,9.86,0
7306,-0.08,0.47,9.88,0
7310,-0.14,0.45,9.88,0
7314,0.05,0.29,9.87,0
7318,-0.08,0.32,9.88,0
7322,0.02,0.24,9.85,0
7327,0.05,0.21,9.88,0
7331,-0.04,0.18,9.87,0
7336,0.05,0.13,9.89,0
7341,0.05,0.09,9.89,0
7345,-0.01,0.07,9.88,0
7350,-0.01,0.06,9.88,0
7355,0.02,0.06,9.88,0
7359,-0.11,0.06,9.88,0
7402,-0.11,0.06,9.89,0
7402,-0.11,0.06,9.86,0
7409,0.05,0.06,9.89,0
7411,0.05,0.06,9.87,0
7416,0.05,0.06,9.88,0
7420,0.02,0.05,9.87,0
7425,0.05,0.06,9.90,0
7430,-0.01,0.06,9.89,0
7434,0.05,0.06,9.88,0
7438,-0.11,0.06,9.86,0
7442,-0.01,0.06,9.89,0
7447,0.05,0.06,9.88,0
7451,0.05,0.06,9.88,0
7456,-0.08,0.06,9.88,0
7460,0.02,0.06,9.88,0
7465,0.02,0.06,9.89,0
7469,0.02,0.06,9.88,0
7474,-0.11,0.06,9.89,0
7478,0.05,0.06,9.88,0
7483,-0.11,0.06,9.89,0
7526,0.21,0.50,1.29,0
7526,0.18,0.50,1.28,0
7531,0.18,0.54,1.30,0
7536,0.31,0.55,1.31,0
7540,0.34,0.57,1.33,0
7545,2.05,3.83,4.64,0
7549,2.21,4.42,6.30,0
7553,1.73,4.57,7.33,0
7558,1.31,4.67,8.05,0
7563,1.21,4.73,8.53,0
7567,0.73,4.80,8.83,0
7572,0.96,4.86,9.11,0
7577,0.60,4.91,9.24,0
7581,0.41,5.03,9.38,0
7586,0.54,5.01,9.45,0
7590,0.47,5.01,9.50,0
7595,0.60,5.23,9.54,0
7600,0.34,5.23,9.58,0
7605,0.54,5.26,9.62,0
7609,0.41,5.30,9.62,0
7613,0.41,5.32,9.67,0
7618,0.34,5.32,9.66,0
7622,0.37,5.33,9.70,0
7627,0.21,5.26,9.69,0
7632,0.31,5.33,9.72,0
7637,0.21,5.39,9.74,0
7641,0.25,5.42,9.75,0
7645,0.25,5.35,9.77,0
7650,0.31,5.47,9.75,0
7654,0.18,5.56,9.77,0
7658,0.34,5.63,9.77,0
7663,0.54,5.70,9.78,0
7668,0.34,5.85,9.77,0
7672,0.41,6.00,9.79,0
7676,0.41,6.11,9.80,0
7681,0.37,6.26,9.79,0
7685,0.31,6.40,9.81,0
7690,0.34,6.52,9.81,0
7694,0.21,6.40,9.83,0
7698,0.47,6.73,9.81,0
7702,0.57,6.73,9.81,0
7707,0.28,6.64,9.84,0
7711,0.28,6.68,9.81,0
7716,0.37,6.68,9.81,0
7721,0.28,6.69,9.83,0
7726,0.41,6.73,9.84,0
7730,0.18,6.72,9.85,0
7735,0.18,6.77,9.85,0
7740,0.31,6.61,9.84,0
7744,0.15,6.38,9.85,0
7748,0.05,6.23,9.87,0
7753,0.15,6.10,9.84,0
7757,0.02,6.01,9.86,0
7761,0.08,6.07,9.84,0
7766,0.05,6.00,9.87,0
7770,-0.04,5.97,9.87,0
7774,0.02,5.92,9.85,0
7778,0.25,5.94,9.85,0
7782,0.15,5.94,9.87,0
7786,0.18,5.98,9.88,0
7791,0.05,6.13,9.84,0
7796,0.28,6.19,9.87,0
7801,0.47,6.35,9.86,0
7805,0.44,6.48,9.85,0
7810,0.25,6.39,9.85,0
7814,0.28,6.64,9.87,0
7819,0.25,6.53,9.87,0
7823,0.28,6.48,9.87,0
7828,0.31,6.42,9.88,0
7832,0.31,6.46,9.87,0
7837,0.31,6.50,9.87,0
7841,0.15,6.45,9.85,0
7846,0.15,6.27,9.85,0
7850,0.08,6.03,9.88,0
7855,0.15,5.98,9.87,0
7860,0.02,5.80,9.89,0
7865,-0.01,5.70,9.88,0
7869,0.02,5.51,9.89,0
7874,0.02,5.18,9.89,0
7878,0.02,5.33,9.87,0
7918,-0.62,1.91,9.88,0
7918,-0.69,2.47,9.89,0
7923,-0.46,2.60,9.89,0
7928,-0.59,2.42,9.86,0
7932,-0.46,2.43,9.90,0
7936,-0.27,2.08,9.88,0
7941,-0.37,1.90,9.87,0
